pesticide,C_max_pst_soil,M_pst_soil,C_max_pst_surf,M_pst_surf,C_max_pst_sussed,M_pst_sussed,C_max_pst_sed,RI_max_fish,RI_max_invertebrate_water,RI_max_plant_nonvascular,RI_max_plant_vascular,RI_max_invertebrate_sed,RI_max_net,Exceedance_Events_Water,Exceedance_Events_Sed
GLUFOSINATE-AMMONIUM,711.057304242238,4048.10883238575,222.254561697956,4.09266554816818,0.846026512395413,0.01354778598533,846.026512395413,0.000313034593940784,0.00033271640972748,0.00477966799350444,0.151193579386365,0,0,0,0
GLYPHOSATE-TRIMESIUM,0.715999756406763,0.107763340238896,0.00386404656204191,1.06006856402318e-06,0.000840359000066513,4.18559271072669e-09,0.840359000066513,2.14669253446773e-09,3.22003880170159e-07,2.03370871686416e-07,3.22003880170159e-07,3.86404656204191e-07,1.23592998076539e-06,0,0
"GLYPHOSATE, DIAMMONIUM SALT",56.3521669355937,4.3988349431299,2.69024901096463,0.00280713555486424,0.0455972683284995,1.23939781939925e-06,45.5972683284995,2.69024901096463e-05,2.69024901096463e-05,0.000141592053208665,0.000224187417580386,0.000269024901096463,0.000688609352104805,0,0
"GLYPHOSATE, ISOPROPYLAMINE SALT",1032.68711018203,13431.7838016524,36.0421024267313,1.25858724046057,1.55774790619672,0.222419881613707,1557.74790619672,3.60060963304009e-05,7.65225104601514e-05,0.000494404697211677,0.000407716090800128,0,0,0,0
"GLYPHOSATE, MONOAMMONIUM SALT",2.24051287539733,1.64858768294195,0.233875266115242,0.00132974021310111,0.00234759138103244,3.01377253571595e-05,2.34759138103244,2.33875266115242e-06,2.33875266115242e-06,1.23092245323811e-05,1.94896055096035e-05,2.33875266115242e-05,5.98638619758136e-05,0,0
"GLYPHOSATE, POTASSIUM SALT",2984.90586264417,17114.4366016794,247.806660473727,10.1425644636992,3.18348993488764,0.383240461731181,3183.48993488764,0.00247806660473727,0.00247806660473727,0.0130424558144067,0.0206505550394773,0.0247806660473727,0.0634298101107313,0,0
HEXAZINONE,66.7322685342463,2690.81933138583,265.881928012186,13.4365594154223,0.0976410822537902,0.061585570470063,97.6410822537902,0.000830881025038081,0.0031280226824963,18.3366846904956,3.6928045557248,0,0,1517,0
IMAZALIL,0.0171284582768093,0.000824020332108773,0.00034707120504568,9.3039748336363e-08,2.98331393637559e-05,1.86173466667574e-08,0.0298331393637559,2.34507570976811e-07,9.91632014416227e-08,3.98932419592735e-07,0,0,0,0,0
"IMAZAMOX, AMMONIUM SALT",1.76431655819374,16.6227833792638,23.1046023518574,0.168703732434493,0.00270443419048826,6.29841236695878e-05,2.70443419048826,0.000238191776823272,0.000231046023518574,0.000793972589410908,2.1004183956234,0,0,6,0
IMIDACLOPRID,887.265997604114,16131.8480557331,327.501051725911,24.9658267088204,1.18517551552561,0.144525943000214,1185.17551552561,0.00394579580392663,0.0038529535497166,0.0327501051725911,0,5.95456457683474,0,0,723
INDAZIFLAM,58.4197273206419,1607.59462993273,16.9264731632645,0.974680477883921,0.107066789671154,0.00629328402787852,107.066789671154,0.0403011265792011,0.00171320578575551,0.0225686308843526,890.867008592866,0,0,60633,0
INDOXACARB,7.37140683745343,43.543555874872,0.227984763779757,0.00654221533410265,0.0135639117139008,0.000472195457041163,13.5639117139008,0.00134108684576327,0.00134108684576327,0.0028858830858197,0.00271410433071139,0,0,0,0
IPRODIONE,237.550616239833,1377.58361028345,85.3872429719139,1.55337998627687,0.384350808156746,0.0104961632759756,384.350808156746,0.0230776332356524,0.129374610563506,0.0474373572066188,0.0853872429719139,0,0,0,0
ISOXABEN,252.487886700498,2326.42152360598,26.183658732548,1.45773105713484,0.478138479780917,0.0156011833242036,478.138479780917,0.0300961594626989,0.0201412759481139,0.0187026133803915,2.38033261204982,0,0,227,0
KRESOXIM-METHYL,27.1218656171509,11.7842029285385,9.66450301766302,0.0140600998051876,0.0220339517710961,1.38288644716335e-05,22.0339517710961,0.0508658053561212,0.0519596936433496,0.153404809804175,0.0321079834473855,0,0,0,0
LAMBDA-CYHALOTHRIN,37.6136710334221,5894.95826291439,0.203407063910046,0.015184064361565,0.0808284444051884,0.0622468207422045,80.8284444051884,0.968605066238314,0.88437853873933,0.0406814127820092,0.400407606122138,0.135604709273364,2.42967733315516,0,0
LINDANE,0.0997228968239848,0.492857175798551,0.00703859539298919,0.000170907881380453,0.000146948147072943,2.51846300809179e-05,0.146948147072943,0.00242710185965144,4.39912212061824e-06,2.81543815719568e-06,0.000260688718258859,0.00017596488482473,0.00287097002301285,0,0
LINURON,19.3950536295713,194.006264612479,4.15641925341327,0.0898303981209525,0.0358637284000019,0.0022505605955864,35.8637284000019,0.00131949817568675,0.0134078040432686,0.259776203338329,0.24449525020078,0.000415641925341327,0.519414397683406,0,0
MALATHION,113.98293305329,48.9462940351646,4.04920862342291,0.0212981073570365,0.13958183686152,0.0011714293419791,139.58183686152,0.224956034634606,5.78458374774701,0.000311477586417147,0.000168717025975954,10.1230215585573,16.1330415355513,20,64
MANDIPROPAMID,8.55063828799038,9.03772081218533,21.7177085208676,0.00918007133796417,0.0117296945527616,0.000208109632870377,11.7296945527616,0.00748886500719572,0.00305883218603769,0.00109685396570038,0.00493584284565172,0,0,0,0
"MCPA, DIMETHYLAMINE SALT",193.532757816626,2253.90049094705,665.22799613548,14.5622486094856,0.400391288141487,0.0218542253644916,400.391288141487,0.0138589165861558,0.0162250730764751,4.15767497584675,5.11713843181138,0,0,59,0
METALAXYL,0.241861789208491,0.353902653863425,0.224430296049216,0.00080989413980586,0.000356957600136331,7.28696425704721e-06,0.356957600136331,0.0002337815583846,6.46773187461718e-05,0.000534357847736229,2.64035642410842e-06,0,0,0,0
METCONAZOLE,43.5478690174883,1651.40766457671,6.13582275381643,0.974881821461124,0.0880761117023498,0.00149096368322925,88.0761117023498,0.00292182035896021,0.0014609101794801,0.00360930750224496,0.0116429274265966,0,0,0,0
METHIDATHION,0.223866209559662,0.0110549639643784,0.011818344469238,1.14432134957509e-06,0.000101775984648555,5.14342706496125e-07,0.101775984648555,0.0011818344469238,0.00184661632331844,5.37197475874456e-07,0,0,0,0,0
METHIOCARB,792.503608384618,1363.97879427923,127.398919852172,1.05930206320903,1.33491852734994,0.152592335555419,1334.91852734994,0.19599833823411,15.9248649815215,0.0579085999328053,0,1.23688271701137,0,123,2
METHOMYL,49.7469376862858,511.476562806745,50.3228853660615,0.898924274725031,0.112113519237955,0.0011939980396595,112.113519237955,0.0798775958191452,6.62143228500809,0.000503228853660615,0,1.57259016768942,0,169,6
METHOXYFENOZIDE,236.250407664081,13559.411765358,222.641824952344,17.0193439040681,0.503679729309403,0.0389608490312888,503.679729309403,0.0530099583219868,0.0601734662033363,0.065482889691866,0,0.86631060292741,0,0,0
METOLACHLOR,394.618747389815,1680.12202543446,156.250299459294,3.57632325758207,0.786537367379787,0.00498297594253414,786.537367379787,0.040064179348537,0.00664894891316146,0.00273643256496137,3.63372789440219,0,0,76,0
METRIBUZIN,42.4474887312165,282.877815078582,44.6158200855576,0.927453162759991,0.0601689876812624,0.00406872531535635,60.1689876812624,0.000598067293372086,0.000910526940521584,1.67728646938187,2.77116894941352,0.00103277361309161,4.45099678664237,20,0
MEVINPHOS,0.0182137265463725,0.000430528801165,0.0236508901259711,6.83117680635249e-06,1.51908958917085e-05,1.07439771177602e-10,0.0151908958917085,0.00197090751049759,0.147818063287319,3.33111128534804e-07,0,0,0,0,0
"MEVINPHOS, OTHER RELATED",0.0215810523052853,0.00120790072267148,0.025028329737323,1.1835737065771e-05,2.71762644703731e-05,2.46243559968705e-10,0.0271762644703731,0.00208569414477691,0.156427060858269,3.52511686441169e-07,0,0,0,0,0
MYCLOBUTANIL,92.9282841973186,1779.42897463209,44.080159622002,1.50905495842369,0.169301645286726,0.018425694292277,169.301645286726,0.022040079811001,0.00259295056600012,0.0165714885797,0.000419811044019067,0,0,0,0
NAPROPAMIDE,137.745765215772,453.680055080328,13.7126802712827,0.286296829264011,0.213338204082141,0.00407116321717241,213.338204082141,0.00207767882898222,0.000958928690299487,0.00403314125625961,0.0571361677970111,0,0,0,0
No Applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORFLURAZON,39.7774820549038,1050.23130499992,10.9709749071197,0.995229845063525,0.0852988439286146,0.00243531129855024,85.2988439286146,0.00135444134655799,0.000731398327141315,0.623350846995439,0.127569475664183,0,0,0,0
NOVALURON,7.38277981336279,28.35246555609,0.0863063114426756,0.000764718446326039,0.0157063112084392,0.000200505897082042,15.7063112084392,8.63063114426756e-05,0.00148803985245992,8.91594126473921e-06,0.00115075081923567,0,0,0,0
ORYZALIN,919.206540164067,13421.8285547669,411.171024104756,9.23351397126267,1.54391697175177,0.0801960364053348,1543.91697175177,0.14376609234432,0.403108847161525,0.0227166311660086,26.6994171496595,0,0,795,0
OXADIAZON,116.856212092969,245.120012207784,4.51077037763289,0.0426725086360158,0.254870735491306,0.00149100973909714,254.870735491306,0.00375897531469407,0.00187948765734704,1.12769259440822,0.0791363224146121,0,0,7,0
OXAMYL,9.69624237178118,6.36001997176996,11.4765944120203,0.0205155171094726,0.0154061050531354,5.19318884090712e-06,15.4061050531354,0.0036666435821151,0.0359767849906591,0.0123404240989465,0.00321473232829699,0.0327902697486293,0.0879888547486471,0,0
OXATHIAPIPROLIN,0.444313098264489,1.79459459828651,0.0197458142305411,0.000168487042738956,0.000669507055295402,3.94528760590449e-05,0.669507055295402,2.8617122073248e-05,2.94713645231957e-05,5.62558809986926e-05,2.4994701557647e-05,3.52603825545377e-05,0.000174599451707321,0,0
OXYFLUORFEN,990.820102652019,27133.7674414259,12.8030170944692,2.39177753672065,1.55176283507731,0.101918883347739,1551.76283507731,0.0512120683778767,0.177819681867627,0.00640150854723458,9.14501221033512,0,0,3899,0
PACLOBUTRAZOL,0.599908874432635,1.61483626211045,0.101269613968618,0.000635020737292592,0.00125713242225433,0.000154813529043827,1.25713242225433,4.2910853376533e-06,3.05028957736801e-06,1.40652241623081e-05,0.0123499529230022,0,0,0,0
PARAQUAT DICHLORIDE,903.855089225912,131570.732004398,1.71467332486158,0.906543774375017,1.71957889770882,0.962416188214577,1719.57889770882,0.000114311554990772,0.00142889443738465,0.00535835414019244,0.0194849241461543,0,0,0,0
PENDIMETHALIN,1199.016377198,89890.752038712,11.4419011026258,3.38005600365691,1.75414512456,1.19368048609352,1754.14512456,0.0583770464419683,0.0778360619226244,2.86047527565645,0.520086413755718,0.00504048506723603,3.52181528284399,525,0
PENOXSULAM,3.92344368345833,12.9973304193043,10.1765621187018,0.149416649586569,0.00629124907061311,8.29762359546417e-05,6.29124907061311,0.000101765621187018,0.000101765621187018,0.0436762322691062,5.08828105935088,0,0,55,0
PENTHIOPYRAD,35.6882584552568,97.073978229407,5.18221749127874,0.0794380142118691,0.0320544123665196,0.000250802696439307,32.0544123665196,0.0178697154871681,0.00375523006614402,0.0032798844881511,0.00428282437295764,0,0,0,0
PERMETHRIN,118.240600370153,503.934611712621,0.147978919118201,0.00247658391205122,0.175946596738539,0.00382934975643245,175.946596738539,0.0118383135294561,0.246631531863668,0.0118383135294561,0.0462434122244377,0.0510272134890347,0.367578784636052,0,0
PHORATE,156.076481688233,335.58322974096,1.78353236695483,0.0176018460040251,0.287665808230668,0.000819646984172296,287.665808230668,0.137194797458064,0.445883091738707,0.00137194797458064,0.000198170262994981,0.0220189181105535,0.6066669255449,0,0
PHOSMET,99.6351582124476,197.844751965482,3.38636966717276,0.0367586227667694,0.228168938883143,0.00203743730655352,228.168938883143,0.0141098736132198,1.69318483358638,0.0483767095310395,0.00188131648176265,0,0,12,0
PIPERONYL BUTOXIDE,5.71898196697102,5.83314606138608,0.0122313801050135,6.17778430618356e-05,0.0122993978582681,2.98680585207683e-05,12.2993978582681,2.30780756698368e-06,2.39830982451245e-05,5.09640837708895e-05,0,0,0,0,0
"PIPERONYL BUTOXIDE, OTHER RELATED",0.750058724994377,0.315438348972643,0.0287710754063236,6.61535130014131e-05,0.00166428002196223,5.76895272543842e-06,1.66428002196223,5.42850479364596e-06,5.64138733457325e-05,0.000119879480859682,0,0,0,0,0
PRALLETHRIN,0.00325606973994226,0.000136136813761831,9.06743017888709e-05,1.25092612200615e-08,5.4337282871201e-06,1.15229890058348e-08,0.0054337282871201,7.55619181573924e-06,1.46248873853018e-05,0,6.84851221970324e-05,0,0,0,0
PRODIAMINE,48.4022472035075,315.885919809125,1.54704397858421,0.0376771591626095,0.0930820890591588,0.00824764168480611,93.0820890591588,0.00186615678960701,0.00235113066654135,0.515681326194737,0,0,0,0,0
"PRODIAMINE, OTHER RELATED",0.00966960419831721,0.0144006005389051,0.000183207843893368,1.37473086269169e-06,1.60531655292483e-05,3.02582917313635e-07,0.0160531655292483,2.20998605420227e-07,2.78431373698128e-07,6.10692812977894e-05,0,0,0,0,0
PROMETON,0.0203650123278375,0.0325860128169068,0.055609278851013,0.000219089449660711,4.15671118412616e-05,1.99061890865849e-08,0.0415671118412616,4.63410657091775e-06,2.16378516930012e-06,0.000139023197127533,8.91174340561106e-05,0,0,0,0
PROMETRYN,3.60128930944023,63.1612325733777,2.37291731936734,0.100492957128916,0.00604482996211965,0.00155182795742468,6.04482996211965,0.000431439512612243,0.000187434227438178,1.18645865968367,0.225992125654032,0,0,8,0
PROPANIL,129.516038459097,79.8748292872807,388.764275467539,2.99323097555535,0.432942539906868,0.00262991945990902,432.942539906868,0.0719933843458405,0.162662876764661,3.53422068606853,0.0670283233564722,0,0,20,0
PROPARGITE,565.789413034259,3231.38121113338,1.45565608161536,0.0404581069833071,1.12930563330601,0.00341270317370827,1129.30563330601,0.0338524670143106,0.103975434401097,0.0013478297051994,2.274462627524e-05,0,0,0,0
PROPICONAZOLE,69.4731516601386,2014.69091651707,12.5677107317681,1.36954641547505,0.130198229661403,0.0072661639527504,130.198229661403,0.00483373489683388,0.00123212850311452,0.135136674535141,0.00256483892485063,0,0,0,0
PROPYZAMIDE,11.5181979779484,8.14390872201495,4.27760024866458,0.0107358025759323,0.0184436409879162,0.000324757513534646,18.4436409879162,0.000910127712481826,0.000763857187261533,0.00152771437452307,0.00305542874904613,0,0,0,0
PYRACLOSTROBIN,219.495901353689,3277.47136548544,5.40338215478334,0.177485338564428,0.377744634964684,0.0561633728529207,377.744634964684,0.900563692463891,0.337711384673959,0.00640970599618428,0.00314150125278101,0,0,0,0
PYRIMETHANIL,99.5984448538269,829.48678149674,50.1739511306597,1.2633783489154,0.139495403127024,0.00157284931323294,139.495403127024,0.00475132112979732,0.0173013624588482,0.0418116259422164,0.00643255783726407,0,0,0,0
PYRIPROXYFEN,31.326166061365,12.9481036494641,0.135719730538819,0.000406767836430254,0.0453703649554289,0.00028555676199954,45.3703649554289,0.000502665668662291,0.000339299326347046,0.000904798203592124,0.000753998502993436,0,0,0,0
QUINOXYFEN,266.008728170974,8108.84716283205,2.7591031674757,0.163011483216939,0.47547079820291,0.108640702939599,475.47079820291,0.0102189006202804,0.0344887895934463,0.102189006202804,0.00149140711755443,0,0,0,0
S-METHOPRENE,1.64365608571419,2.28923398094691,0.126900520220178,0.000671224862121764,0.00364084163432921,2.71394111458524e-07,3.64084163432921,0.000166974368710761,0.00035250144505605,9.54139249775774e-05,0,0,0,0,0
S-METOLACHLOR,219.741620557303,4971.65599868704,101.670837366212,6.81598021668081,0.347524438318951,0.0154673200944766,347.524438318951,0.0826592173709038,0.00907775333626889,5.98063749213009,2.74786046935707,0,0,598,0
SIMAZINE,843.118617838137,8385.39788159594,1181.6958569701,29.4089045993806,1.26882720270453,0.0870229561878007,1268.82720270453,0.0131299539663345,1.07426896088191,29.5423964242526,3.93898618990035,1.1816958569701,35.7504773859713,1202,4
SULFENTRAZONE,2.7816693718103,60.1695433553683,10.9509163491832,0.258029344076268,0.00491416051476002,4.66131020871761e-05,4.91416051476002,0.000116747509053125,0.000181306562072569,0.000333869400889731,0.0377617805144247,0,0,0,0
SULFOMETURON-METHYL,0.240277977406498,0.179536526033659,0.388676856200344,0.00021473311666583,0.000368203770707646,7.94712544304956e-08,0.368203770707646,3.10941484960275e-05,3.10941484960275e-05,0.0903899665582195,0.863726347111875,0,0,0,0
TAU-FLUVALINATE,5.82896635364865,2.89948062322574,0.00981922865840393,3.22837844388214e-05,0.00639970859191626,4.48471765846537e-05,6.39970859191626,0.0123667867234306,0.00110328411892179,2.33791158533427e-07,0,0,0,0,0
TEBUCONAZOLE,130.033800443386,12915.8201621834,45.3860223276724,8.20795444117947,0.290310646923253,0.0544805188366424,290.310646923253,0.010315005074471,0.0162673915152948,0.0231561338406492,0.315180710608836,0.0238999590983004,0.388819200137552,0,0
TEBUFENOZIDE,28.4298019969805,18.3904263013541,12.4596715974685,0.0110822248627259,0.0647001891127856,2.96124084383645e-06,64.7001891127856,0.00415322386582282,0.00327886094670223,0.0541724852063846,0.0132549697845409,0,0,0,0
TEBUTHIURON,0.140814839715475,0.527546634755145,0.223648498275147,0.00131999976961919,0.000211809709691445,2.63838879705097e-07,0.211809709691445,2.5706723939672e-06,9.93993325667319e-07,0.00447296996550294,0.00165665554277887,0,0,0,0
TETRACONAZOLE,43.1148164528671,2564.66373442981,9.904300924976,0.908761005395285,0.089655075271251,0.0105808270569863,89.655075271251,0.00230332579650605,0.00330143364165867,0.00412679205207334,0.0190467325480308,0,0,0,0
THIABENDAZOLE,3.56279700942795,13.2307575935546,0.0608976768205559,0.000442692909638553,0.00754203610341841,0.00150670695769871,7.54203610341841,0.000110723048764647,7.51823170624146e-05,6.76640853561732e-06,2.62489986295499e-05,0,0,0,0
"THIABENDAZOLE, HYPOPHOSPHITE SALT",0.55512816015935,1.29571975584574,0.0194758868058761,0.000140363715411318,0.00119713547695742,1.22067317939065e-05,1.19713547695742,3.54107032834111e-05,2.40443046986125e-05,2.16398742287512e-06,8.39477879563625e-06,0,0,0,0
THIAMETHOXAM,32.7570462008784,518.175454871235,99.3707713941454,1.76177919171653,0.0617242687721729,0.000181227271937441,61.7242687721729,0.000794966171153163,0.000993707713941454,0.000993707713941454,0.00110411968215717,1.79693980821239,1.80082630949359,0,28
THIOBENCARB,369.942090441423,363.52944260526,38.8061338360871,0.456536642550147,0.708443158286093,0.00310539827226045,708.443158286093,0.0395980957511093,0.0352783034873519,2.28271375506395,0.0391981149859466,0,0,10,0
TRIADIMEFON,0.565958022030367,0.228779888147558,0.640774869257193,0.00103248938034052,0.000975008963281569,2.16745788147051e-05,0.975008963281569,0.000157052664033626,8.94936968236303e-05,0.000318793467292136,0,0,0,0,0
TRICLOPYR CHOLINE,97.8332841250144,26.7673592511845,170.157426711949,0.244860452084977,0.130028167263722,0.00078637509701038,130.028167263722,0.000361268421893736,0.00162830073408564,0.0288402418155847,0.00354494638983228,0,0,0,0
"TRICLOPYR, BUTOXYETHYL ESTER",25.0773732232672,3.00722394028661,9.87926119005989,0.0090939043477456,0.00871410866199802,0.000113049211831107,8.71410866199802,0.00759943168466145,0.00340664178967582,0.0032930870633533,0.000224528663410452,0,0,0,0
"TRICLOPYR, TRIETHYLAMINE SALT",103.738342363526,440.052549935604,656.962237654343,6.08138812429428,0.160420756675418,0.00169512664277178,160.420756675418,0.00139482428376718,0.00628671997755352,0.111349531805821,0.0136867132844655,0,0,0,0
TRIFLOXYSTROBIN,53.8033383871905,61.187113725233,10.6034854584945,0.0211851273907227,0.123456884813517,0.00025195734579717,123.456884813517,0.481976611749751,0.963953223499501,2.00065763367821,0.0054940339163184,0.0235633010188767,3.47564480386266,1,0
TRIFLURALIN,202.324320140053,15848.063707144,5.19412183936773,0.374659045775208,0.443829541770527,0.126688638048704,443.829541770527,0.0590241118109969,0.0212004973035417,0.425747691751453,0.11940509975558,0.00519412183936773,0.630571522460939,0,0
